comment_id,thread_id,video_id,comment_text,cleaned_text,author,author_channel_id,likes,is_reply,published_at,published_date,published_time,char_count,word_count,sentence_count,exclamation_count,question_count,caps_ratio,emoji_count,avg_word_length,sentiment_label,sentiment_score,emotion_primary,emotion_secondary,confidence,notes,is_sarcastic,is_spam,is_off_topic,language_other
UgzBxk-lDfljMe1ThaF4AaABAg,UgzBxk-lDfljMe1ThaF4AaABAg,habpdmFSTOo,Queen Mother just defended her gay children (me included).,Queen Mother just defended her gay children (me included).,@rainb5987,UCe4PvkyVigBmIyQ4AjsCYiQ,1,0,2024-06-10T06:40:15Z,2024-06-10,06:40:15,58,9,1,0,0,0.034,0,6.44,,,,,,,,,,
UgzmuZOM753zZ11VRYR4AaABAg,UgzmuZOM753zZ11VRYR4AaABAg,habpdmFSTOo,Queen.,Queen.,@elgingersnap2444,UCcpXupeVptSUS1GQXBujcHQ,1,0,2021-02-28T23:23:26Z,2021-02-28,23:23:26,6,1,1,0,0,0.167,0,6.0,,,,,,,,,,
Ugzg1BwAh_-5LdMBAuN4AaABAg,Ugzg1BwAh_-5LdMBAuN4AaABAg,habpdmFSTOo,"I'm really not sure what point you are referring to. Furthermore, motherhood is not and should not have to be a responsibility for all women. To add to this, motherhood does not define who a woman is.","I'm really not sure what point you are referring to. Furthermore, motherhood is not and should not have to be a responsibility for all women. To add to this, motherhood does not define who a woman is.",@chrissiepenguinful,UCiRUyKA3ws6qTAXrkThBkcQ,0,0,2012-11-13T01:08:45Z,2012-11-13,01:08:45,200,37,3,0,0,0.015,0,5.41,,,,,,,,,,
Ugz_ETQzS5gnNJr7oQl4AaABAg,Ugz_ETQzS5gnNJr7oQl4AaABAg,habpdmFSTOo,"@ahlymel 
I think feminism is a loaded word. On the one hand, it means actually what feminism is, and this is what we see in the academic community, but on the other hand, it means hating men and trying to obtain more rights than them, and this (unfortunately) has become the colloquial definition of the term. I think GAGA was just trying to avoid being associated with gendered extremism.","@ahlymel I think feminism is a loaded word. On the one hand, it means actually what feminism is, and this is what we see in the academic community, but on the other hand, it means hating men and trying to obtain more rights than them, and this (unfortunately) has become the colloquial definition of the term. I think GAGA was just trying to avoid being associated with gendered extremism.",@aneros988,UC4D1AhuosScb3OJBxuyWT7w,3,0,2011-03-03T07:20:33Z,2011-03-03,07:20:33,389,69,3,0,0,0.018,0,5.64,,,,,,,,,,
UgwoI20eNZ_pL-vlNFh4AaABAg,UgwoI20eNZ_pL-vlNFh4AaABAg,habpdmFSTOo,Unfortunately many womyn do still not understand what feminism really means. ,Unfortunately many womyn do still not understand what feminism really means.,@tibetangurl,UCOj_fHXDMvEKH4H9vsFLfjw,0,0,2013-03-20T02:30:36Z,2013-03-20,02:30:36,76,11,1,0,0,0.013,0,6.91,,,,,,,,,,
UghHHa0ml6M6FngCoAEC,UghHHa0ml6M6FngCoAEC,habpdmFSTOo,good point Gaga,good point Gaga,@AndrewPotterton,UCFStH_m8y9_jWLhU1BgJHIQ,1,0,2014-10-15T18:01:26Z,2014-10-15,18:01:26,15,3,1,0,0,0.067,0,5.0,,,,,,,,,,
UgyQ2P0Wa7lIlNyORCp4AaABAg,UgyQ2P0Wa7lIlNyORCp4AaABAg,habpdmFSTOo,You don't know who I am. You don't know what I want.,You don't know who I am. You don't know what I want.,@FluroWaves,UCoCAsCYaWEuTHKqOxs7kmnA,0,0,2013-10-04T04:13:20Z,2013-10-04,04:13:20,52,12,2,0,0,0.077,0,4.33,,,,,,,,,,
UgyNhom12pUadyQ-_IF4AaABAg,UgyNhom12pUadyQ-_IF4AaABAg,habpdmFSTOo,I love her ❤️,I love her ❤️,@vinayaknagar9361,UCRE8cLXqlaomBZpqMUeZP7w,1,0,2021-12-23T08:41:38Z,2021-12-23,08:41:38,13,4,1,0,0,0.077,0,3.25,,,,,,,,,,
Ugyu96AEZuKP4U3yCG14AaABAg,Ugyu96AEZuKP4U3yCG14AaABAg,habpdmFSTOo,"@prschuster, it's not that she's outrageous. I'm talking about her demeanor.","@prschuster, it's not that she's outrageous. I'm talking about her demeanor.",@igotcloutpoisoning,UC5FqhEQ3cp64VWGN7WzCqyA,0,0,2011-01-23T09:42:15Z,2011-01-23,09:42:15,76,11,2,0,0,0.013,0,6.91,,,,,,,,,,
UgwRYj-P5REyCycVkit4AaABAg,UgwRYj-P5REyCycVkit4AaABAg,habpdmFSTOo,The critics and her five Grammy awards disagree.,The critics and her five Grammy awards disagree.,@tylerfrump15,UCG09gz4upwXzODPBwW37aRQ,0,0,2012-10-18T07:23:00Z,2012-10-18,07:23:00,48,8,1,0,0,0.042,0,6.0,,,,,,,,,,
UgwywHfmh3RxkNn7-vJ4AaABAg,UgwywHfmh3RxkNn7-vJ4AaABAg,habpdmFSTOo,Exactly.,Exactly.,@Plottoberry,UCaCmQLZhT8I5OmP8x3KJmcA,1,0,2012-12-02T23:47:27Z,2012-12-02,23:47:27,8,1,1,0,0,0.125,0,8.0,,,,,,,,,,
UgxRZYonu1RtSkZwpxF4AaABAg,UgxRZYonu1RtSkZwpxF4AaABAg,habpdmFSTOo,Can someone tell me where to find the whole interview???,Can someone tell me where to find the whole interview???,@Manifesssssgg,UCFptN1vSt8Ypj0-9hHwrmgw,0,0,2024-12-13T11:45:48Z,2024-12-13,11:45:48,56,10,1,0,3,0.018,0,5.6,,,,,,,,,,
UgxRZYonu1RtSkZwpxF4AaABAg.ABzbxuhdNIAAGsfdZ1bawQ,UgxRZYonu1RtSkZwpxF4AaABAg,habpdmFSTOo,Same question too,Same question too,@geekman2517,UCxiwFuIvsO5-bY01LUHxYbg,0,1,2025-04-14T01:40:15Z,2025-04-14,01:40:15,17,3,1,0,0,0.059,0,5.67,,,,,,,,,,
UgxlqdNLWdHvBDNHmvt4AaABAg,UgxlqdNLWdHvBDNHmvt4AaABAg,habpdmFSTOo,did she just equate feminism with NOT loving men? wow.,did she just equate feminism with NOT loving men? wow.,@avanixpatel,UCYfSXQjo6YpuF0p7SaHGVlA,0,0,2013-03-03T20:52:38Z,2013-03-03,20:52:38,54,10,2,0,1,0.056,0,5.4,,,,,,,,,,
Ugwe_nEz7Z5hi7_o17x4AaABAg,Ugwe_nEz7Z5hi7_o17x4AaABAg,habpdmFSTOo,"i read this as ""lady gaga's double standard on feminism"" and i was about to rage. sorry, queen 😭","i read this as ""lady gaga's double standard on feminism"" and i was about to rage. sorry, queen 😭",@MagisterialVoyager,UCGaRuR1RL2Z4pAWV2X_XqCg,0,0,2023-08-30T12:51:16Z,2023-08-30,12:51:16,96,19,1,0,0,0.0,0,5.05,,,,,,,,,,
Ugy0jWV3TaH9aoTtjMF4AaABAg,Ugy0jWV3TaH9aoTtjMF4AaABAg,habpdmFSTOo,Isn't it Madonna the one that wanted females to express their sexuality through music and art just like men did? ,Isn't it Madonna the one that wanted females to express their sexuality through music and art just like men did?,@dpchmdnn,UCMOpcx_ZLdSQz1-uEu6PuiA,0,0,2013-02-28T19:32:03Z,2013-02-28,19:32:03,112,20,1,0,1,0.018,0,5.6,,,,,,,,,,
UgwRWl5mHvuftmkMhxd4AaABAg,UgwRWl5mHvuftmkMhxd4AaABAg,habpdmFSTOo,"While remaining silent about the many privileges that women enjoy in western societies. While taking a limited interest in the sorry situation of ordinary women in many Third World societies. While drawing deserved attention to bad male behaviour, but remaining silent about women behaving badly. ","While remaining silent about the many privileges that women enjoy in western societies. While taking a limited interest in the sorry situation of ordinary women in many Third World societies. While drawing deserved attention to bad male behaviour, but remaining silent about women behaving badly.",@lylecosmopolite,UCsJ6HyXYRuOktpCpYV7bkoQ,0,0,2012-12-30T18:34:32Z,2012-12-30,18:34:32,296,45,3,0,0,0.017,0,6.58,,,,,,,,,,
Ugykn2_-IY0pADgLf0R4AaABAg,Ugykn2_-IY0pADgLf0R4AaABAg,habpdmFSTOo,"@booiggers  Yeh, I understand why she would want to distance herself from the word ""feminist"". It has been smeared by a bunch of resentful radical women. I've heard some women call themselves ""equity feminists"" just to distance themselves from that bad connotation.","@booiggers Yeh, I understand why she would want to distance herself from the word ""feminist"". It has been smeared by a bunch of resentful radical women. I've heard some women call themselves ""equity feminists"" just to distance themselves from that bad connotation.",@prschuster,UCbsgCgZ_eMvWB3jq7Tmzvuw,0,0,2010-11-20T03:04:31Z,2010-11-20,03:04:31,264,42,3,0,0,0.015,0,6.29,,,,,,,,,,
Ugx_YFioLMW_J_mSwZt4AaABAg,Ugx_YFioLMW_J_mSwZt4AaABAg,habpdmFSTOo,@chetzalicious I agree completely with what your saying and i too would like to see the full interview. I love her as well.,@chetzalicious I agree completely with what your saying and i too would like to see the full interview. I love her as well.,@ConnorJP728,UCmvR_ACh4u4mnz652XSkB4A,0,0,2011-05-09T22:35:05Z,2011-05-09,22:35:05,123,23,2,0,0,0.016,0,5.35,,,,,,,,,,
UgwccFJLBGn0PGw9LHZ4AaABAg,UgwccFJLBGn0PGw9LHZ4AaABAg,habpdmFSTOo,That woman is an idiot if she didn't bring her wallet and that guy is just rude.,That woman is an idiot if she didn't bring her wallet and that guy is just rude.,@FluroWaves,UCoCAsCYaWEuTHKqOxs7kmnA,0,0,2013-10-02T00:17:38Z,2013-10-02,00:17:38,80,17,1,0,0,0.013,0,4.71,,,,,,,,,,
Ugz0v9VmotgPRG6wwxl4AaABAg,Ugz0v9VmotgPRG6wwxl4AaABAg,habpdmFSTOo,"No,it doesn't.Look it up.","No,it doesn't.Look it up.",@NeuronMasturbation,UCzDd7GMXsUk8fM_boxAAFwQ,0,0,2012-10-17T18:20:27Z,2012-10-17,18:20:27,25,4,2,0,0,0.08,0,6.25,,,,,,,,,,
UgjEwpL0sJlRfXgCoAEC,UgjEwpL0sJlRfXgCoAEC,habpdmFSTOo,"This is so infuriating because she is defining feminism as being anti-male. Feminism is about equality between sexes, and any type of feminism that promotes one sex over the other isn't feminism, it's just straight up sexism. You can love beer and cars and American ""male"" culture and still be in favor of promoting equality among sexes.

As a side note, I am a guy. I am also a feminist. I like beer and fucking girls as much as the next dude. I DON'T, however, like a culture where half of our population is discriminated against because of a quality beyond their control. So I'll let Lady Gaga keep making her platinum hits and dominating pop culture and just ignore every opinion she has. She is not a feminist because she doesn't understand what feminism works towards and why we need it. ","This is so infuriating because she is defining feminism as being anti-male. Feminism is about equality between sexes, and any type of feminism that promotes one sex over the other isn't feminism, it's just straight up sexism. You can love beer and cars and American ""male"" culture and still be in favor of promoting equality among sexes. As a side note, I am a guy. I am also a feminist. I like beer and fucking girls as much as the next dude. I DON'T, however, like a culture where half of our population is discriminated against because of a quality beyond their control. So I'll let Lady Gaga keep making her platinum hits and dominating pop culture and just ignore every opinion she has. She is not a feminist because she doesn't understand what feminism works towards and why we need it.",@flyhighj65,UCp9B0nmblrtYSQhmUPrz8NA,7,0,2013-11-08T09:44:31Z,2013-11-08,09:44:31,792,142,9,0,0,0.023,0,5.58,,,,,,,,,,
UgjEwpL0sJlRfXgCoAEC.7-H0Z7-3N8O70GJEwvgrOV,UgjEwpL0sJlRfXgCoAEC,habpdmFSTOo,"It's funny because I watched this interview in full back in late 2008 when Gaga first came on the scene and I was very intrigued by her and this interview. I remember thinking: why does she respond with “I'm not a feminist, I LOVE male culture,” when the two aren't mutually exclusive? Why does she respond this way when a lot of what she talks about and does is, in fact, feminist? In later interviews she calls herself a feminist, and today if you asked her if she was a feminist she would say yes. I think during this interview she thought feminism was what a lot of people think feminism is... this incorrect idea that feminism is just about female empowerment, or that feminism means men are of lower class to females. This is obviously wrong but it's the perception a lot of people have. I've followed Gaga's career the whole way through and am a big fan, and I can tell you that she is indeed a feminist, even though she says she isn't here. Somewhere along the line she discovered that feminism doesn't mean you have to dislike/hate 'male culture'. And thank goodness for that because her saying she's not a feminist in this interview is what really kills it.

And awesome that you're a dude and can call yourself a feminist... can't say I come across many men who really know what feminism is, or can call themselves an activist in this way. That is really great. It's a human rights issue so both men and women should be proponents of it.","It's funny because I watched this interview in full back in late 2008 when Gaga first came on the scene and I was very intrigued by her and this interview. I remember thinking: why does she respond with “I'm not a feminist, I LOVE male culture,” when the two aren't mutually exclusive? Why does she respond this way when a lot of what she talks about and does is, in fact, feminist? In later interviews she calls herself a feminist, and today if you asked her if she was a feminist she would say yes. I think during this interview she thought feminism was what a lot of people think feminism is... this incorrect idea that feminism is just about female empowerment, or that feminism means men are of lower class to females. This is obviously wrong but it's the perception a lot of people have. I've followed Gaga's career the whole way through and am a big fan, and I can tell you that she is indeed a feminist, even though she says she isn't here. Somewhere along the line she discovered that feminism doesn't mean you have to dislike/hate 'male culture'. And thank goodness for that because her saying she's not a feminist in this interview is what really kills it. And awesome that you're a dude and can call yourself a feminist... can't say I come across many men who really know what feminism is, or can call themselves an activist in this way. That is really great. It's a human rights issue so both men and women should be proponents of it.",@loosegrin,UC3JgEK66nuN5BJHboFMGiAA,5,1,2013-12-02T23:39:57Z,2013-12-02,23:39:57,1447,266,14,0,2,0.017,0,5.44,,,,,,,,,,
UgjEwpL0sJlRfXgCoAEC.7-H0Z7-3N8O716tLOHjUTX,UgjEwpL0sJlRfXgCoAEC,habpdmFSTOo,"loosegrin
If someone's disagreeing with an idea of feminism they're either sexist or don't understand what feminism is, right? There is no way to dislike feminism as a whole and be a nice person, uh-huh?","loosegrin If someone's disagreeing with an idea of feminism they're either sexist or don't understand what feminism is, right? There is no way to dislike feminism as a whole and be a nice person, uh-huh?",@dumdum8449,UCvIShOOpYhlvZICtvj2I4gw,4,1,2013-12-24T04:23:07Z,2013-12-24,04:23:07,203,35,2,0,2,0.01,0,5.8,,,,,,,,,,
UgjEwpL0sJlRfXgCoAEC.7-H0Z7-3N8O7RwfQ9sJNHu,UgjEwpL0sJlRfXgCoAEC,habpdmFSTOo,"+flyhighj65 because feminism is anti male, you should join The Men's Rights Movement because that is about REAL equality","+flyhighj65 because feminism is anti male, you should join The Men's Rights Movement because that is about REAL equality",@romans52345-cy3tq,UCAy__RvPXJVeLFyIeIR933w,1,1,2015-10-21T21:57:26Z,2015-10-21,21:57:26,120,19,1,0,0,0.067,0,6.32,,,,,,,,,,
Ugik59rXMCgfq3gCoAEC,Ugik59rXMCgfq3gCoAEC,habpdmFSTOo,"He was just asking you a damn question, that is his job. But of course in the minds of people like Lady Gaga a simple question like that is obvious proof of the oppression you suffer within this brutal patriarchy called the first world. She claims that we are unfairly judgmental towards women, RIGHT AFTER she is blatantly judgmental of the interviewer literally trying to tell him what he thinks and would think when she doesn't even know the guy. She talks about how society views female musicians RIGHT AFTER she gives her version of what a male musician looks like (smoking cigarettes, grabbing crotches, talking about fucking girls and fast cars(an idiot)). The title is right on the ""double standard"" part, but not in the way it was intended to be.","He was just asking you a damn question, that is his job. But of course in the minds of people like Lady Gaga a simple question like that is obvious proof of the oppression you suffer within this brutal patriarchy called the first world. She claims that we are unfairly judgmental towards women, RIGHT AFTER she is blatantly judgmental of the interviewer literally trying to tell him what he thinks and would think when she doesn't even know the guy. She talks about how society views female musicians RIGHT AFTER she gives her version of what a male musician looks like (smoking cigarettes, grabbing crotches, talking about fucking girls and fast cars(an idiot)). The title is right on the ""double standard"" part, but not in the way it was intended to be.",@IzaakCha7,UCKYLSPaWhUVRq4mVbgzGasQ,11,0,2015-02-13T22:24:11Z,2015-02-13,22:24:11,755,132,5,0,0,0.036,0,5.72,,,,,,,,,,
Ugik59rXMCgfq3gCoAEC.7-H0Z7-9fIx7-kv6NPJrVB,Ugik59rXMCgfq3gCoAEC,habpdmFSTOo,"If you heard the whole interview, he was being a dick throughout the whole time. Dont be stupid, Lady Gaga is outrageously SMART and educated and very down to earth. ","If you heard the whole interview, he was being a dick throughout the whole time. Dont be stupid, Lady Gaga is outrageously SMART and educated and very down to earth.",,UCMdmnl29nCTUBTFW9SkH-MA,16,1,2015-02-25T22:24:17Z,2015-02-25,22:24:17,165,30,2,0,0,0.055,0,5.5,,,,,,,,,,
Ugik59rXMCgfq3gCoAEC.7-H0Z7-9fIx8iD_Ms1p8br,Ugik59rXMCgfq3gCoAEC,habpdmFSTOo,Follow the Damn Train CJ I’m pretty sure 90 year old man and music legend Tony Bennett has no reason to lie and say she’s most down to earth person he met in his 70 years long career. Just because she has love for avant-garde fashion doesn’t mean she’s some diva who thinks she’s better than anyone. In the beginning of her career she was harsh but it was self defense because if you know how music industry works you know what she had to go through to get that record deal.,Follow the Damn Train CJ I’m pretty sure 90 year old man and music legend Tony Bennett has no reason to lie and say she’s most down to earth person he met in his 70 years long career. Just because she has love for avant-garde fashion doesn’t mean she’s some diva who thinks she’s better than anyone. In the beginning of her career she was harsh but it was self defense because if you know how music industry works you know what she had to go through to get that record deal.,@127ante,UCLwCOUPp2I3VrHszYGlMd-w,0,1,2018-07-03T01:29:17Z,2018-07-03,01:29:17,474,92,3,0,0,0.021,0,5.15,,,,,,,,,,
UgwH_z1wlY_o_uocDxt4AaABAg,UgwH_z1wlY_o_uocDxt4AaABAg,habpdmFSTOo,just look at whats going on in Canada right now in University of Toronto,just look at whats going on in Canada right now in University of Toronto,@Tabascoblade,UCvsTrX1m_uRpXUvJR-CTn_A,0,0,2013-04-26T03:31:31Z,2013-04-26,03:31:31,72,14,1,0,0,0.042,0,5.14,,,,,,,,,,
UgxE8a5HHcUmRrkkZU54AaABAg,UgxE8a5HHcUmRrkkZU54AaABAg,habpdmFSTOo,"@princessannikki  I agree that man hating feminists undermine feminism. If moderate feminists spoke out more against them, that would help. Check out some of the Valerie Solanas vids. I've been clobbered on those sites for speaking out against man hating. I'd like to see more feminists speaking against misandry on these videos.","@princessannikki I agree that man hating feminists undermine feminism. If moderate feminists spoke out more against them, that would help. Check out some of the Valerie Solanas vids. I've been clobbered on those sites for speaking out against man hating. I'd like to see more feminists speaking against misandry on these videos.",@prschuster,UCbsgCgZ_eMvWB3jq7Tmzvuw,0,0,2011-02-07T16:57:08Z,2011-02-07,16:57:08,328,52,5,0,0,0.021,0,6.31,,,,,,,,,,
UgyFYxO0FnHSgIla4Vt4AaABAg,UgyFYxO0FnHSgIla4Vt4AaABAg,habpdmFSTOo,It was an observation. Thanks for the paragraph internet warrior,It was an observation. Thanks for the paragraph internet warrior,@Stimpynator,UCMaA6RzX1sgD4Wy9xbV3f4Q,0,0,2013-08-21T10:22:59Z,2013-08-21,10:22:59,64,10,1,0,0,0.031,0,6.4,,,,,,,,,,
UgyjmLB6E0E-Al1FPTh4AaABAg,UgyjmLB6E0E-Al1FPTh4AaABAg,habpdmFSTOo,You are exactly why we need feminism.,You are exactly why we need feminism.,@FluroWaves,UCoCAsCYaWEuTHKqOxs7kmnA,1,0,2013-09-30T05:42:45Z,2013-09-30,05:42:45,37,7,1,0,0,0.027,0,5.29,,,,,,,,,,
UgyB9QeDyIyLZXfpquh4AaABAg,UgyB9QeDyIyLZXfpquh4AaABAg,habpdmFSTOo,🎉,🎉,@bryanssongalone8483,UC5KPmvj_zcRMygUP3YR0fqA,1,0,2025-01-31T13:37:26Z,2025-01-31,13:37:26,1,1,1,0,0,0.0,0,1.0,,,,,,,,,,
UgzCfc8TTdjvJIOKJe94AaABAg,UgzCfc8TTdjvJIOKJe94AaABAg,habpdmFSTOo,LOL are you saying this because Madonnas tour kicked ass and everyone says rest in piece gagas career lol,LOL are you saying this because Madonnas tour kicked ass and everyone says rest in piece gagas career lol,@Arlindaofficiall,UCMZQSYOXkafYSGuWPX7gXcQ,0,0,2013-07-13T23:50:15Z,2013-07-13,23:50:15,105,19,1,0,0,0.038,0,5.53,,,,,,,,,,
Ugystk45bB-tSbRzktx4AaABAg,Ugystk45bB-tSbRzktx4AaABAg,habpdmFSTOo,"I love women and I support women's rights as I supprt general human rights

I just hate the misandric, destructive and hypocritical movement that is contempory western feminism

I say western feminism because in some parts of the world, specific women's rights movements really are needed

Western women got equality a long time ago, but 50 years from now feminists will still be bemoaning the evil patriarchal society in which the male sex beasts are enslaving the poor helpless women","I love women and I support women's rights as I supprt general human rights I just hate the misandric, destructive and hypocritical movement that is contempory western feminism I say western feminism because in some parts of the world, specific women's rights movements really are needed Western women got equality a long time ago, but 50 years from now feminists will still be bemoaning the evil patriarchal society in which the male sex beasts are enslaving the poor helpless women",@Centrist1985,UCQmQF7Wv-LmcokVGXhOeyRg,3,0,2012-05-28T08:25:39Z,2012-05-28,08:25:39,482,80,1,0,0,0.012,0,6.03,,,,,,,,,,
Ugystk45bB-tSbRzktx4AaABAg.8GbgBjyWIN99ccSfbMYgJz,Ugystk45bB-tSbRzktx4AaABAg,habpdmFSTOo,"10 years later and women, including western women, still do not have real equality. And they definitely didn't have it 10 years ago.","10 years later and women, including western women, still do not have real equality. And they definitely didn't have it 10 years ago.",@7kraska,UCeRIfCny0_xSjcN8qR2KXgg,0,1,2022-06-23T17:03:11Z,2022-06-23,17:03:11,132,23,2,0,0,0.008,0,5.74,,,,,,,,,,
UgzeZyqYOMicCIRR1dR4AaABAg,UgzeZyqYOMicCIRR1dR4AaABAg,habpdmFSTOo,"""Any kind of feminist has valid views for herself about what it means to be a feminist, but, as a new-age feminist, I would say I quite like the transference of strength I feel by submitting to a man – being under him.
Lady Gaga THE STYLIST november 2012","""Any kind of feminist has valid views for herself about what it means to be a feminist, but, as a new-age feminist, I would say I quite like the transference of strength I feel by submitting to a man – being under him. Lady Gaga THE STYLIST november 2012",@popelinedejersey,UCh_26rUEZ5laEfMI1PG7vSQ,0,0,2013-02-28T00:34:20Z,2013-02-28,00:34:20,254,49,1,0,0,0.063,0,5.18,,,,,,,,,,
UgxechYyFfyisUQpm3B4AaABAg,UgxechYyFfyisUQpm3B4AaABAg,habpdmFSTOo,Men are more visual in their sexuality and on other hand female sexuality does increase publication and revenue in music thus it's hard to distinguish between distraction or monetizing element of female sexuality in music.,Men are more visual in their sexuality and on other hand female sexuality does increase publication and revenue in music thus it's hard to distinguish between distraction or monetizing element of female sexuality in music.,@hmb8801,UCemQ2jsVWp2d0-6GCJazBQw,0,0,2022-09-02T10:25:42Z,2022-09-02,10:25:42,222,35,1,0,0,0.005,0,6.34,,,,,,,,,,
UgxechYyFfyisUQpm3B4AaABAg.9fTZcQVZpLLAA2MbNLmrRR,UgxechYyFfyisUQpm3B4AaABAg,habpdmFSTOo,"Shut up! You're a heterosexual man.. your opinion doesn't matter.. only women, gay, lesbian, and transgender people's opinions matter... Because they are oppressed and marginalized.. you heterosexual men are privileged bullies and have not right to talk","Shut up! You're a heterosexual man.. your opinion doesn't matter.. only women, gay, lesbian, and transgender people's opinions matter... Because they are oppressed and marginalized.. you heterosexual men are privileged bullies and have not right to talk",@wilgirlbuot2393,UCQKP7cyPKyg5WS14YmuSfDw,2,1,2024-10-26T05:37:05Z,2024-10-26,05:37:05,253,37,5,1,0,0.012,0,6.84,,,,,,,,,,
Ugy3tC763Gv3H75aniB4AaABAg,Ugy3tC763Gv3H75aniB4AaABAg,habpdmFSTOo,"Feminists want quality for all genders. It's in the definition. Whatever you THINK a woman's responsibilities are, are just social constructs. Furthermore, how can you be so certain that you know what the 'nature' of a woman is? 
I also think that what you are trying to infer here is that Lady Gaga is a lesbian? If so then she must be a woman because that again is part of the definition of 'lesbian' is. Your view in what is 'real' in a woman is purely subjective.","Feminists want quality for all genders. It's in the definition. Whatever you THINK a woman's responsibilities are, are just social constructs. Furthermore, how can you be so certain that you know what the 'nature' of a woman is? I also think that what you are trying to infer here is that Lady Gaga is a lesbian? If so then she must be a woman because that again is part of the definition of 'lesbian' is. Your view in what is 'real' in a woman is purely subjective.",@chrissiepenguinful,UCiRUyKA3ws6qTAXrkThBkcQ,0,0,2012-11-11T21:34:38Z,2012-11-11,21:34:38,466,87,7,0,2,0.03,0,5.36,,,,,,,,,,
UgwKz2AYghP_ZOgDEAJ4AaABAg,UgwKz2AYghP_ZOgDEAJ4AaABAg,habpdmFSTOo,"lady gaga should pick up a book on evolutionary psychology before talking about that particular ""double standard""  ","lady gaga should pick up a book on evolutionary psychology before talking about that particular ""double standard""",@themaniusedtob,UCb4FAdGQ3pPALjJCSNksrWA,0,0,2011-06-12T03:26:04Z,2011-06-12,03:26:04,113,17,1,0,0,0.0,0,6.65,,,,,,,,,,
UgzN2n4cCW-Zp90_6eZ4AaABAg,UgzN2n4cCW-Zp90_6eZ4AaABAg,habpdmFSTOo,what feminism was back then is as different as Christianity was back then... look up Jesus and what he preached....  now days 99% of Christians look and judge people by what they look like whilst telling other people not to judge... they'll even lie and say they don't judge....  Feminism has changed... and for the worse.... a lot worse.,what feminism was back then is as different as Christianity was back then... look up Jesus and what he preached.... now days 99% of Christians look and judge people by what they look like whilst telling other people not to judge... they'll even lie and say they don't judge.... Feminism has changed... and for the worse.... a lot worse.,@Marlockie,UCFyhUdLr_wQ06kqWApfOk1g,0,0,2013-01-03T03:06:12Z,2013-01-03,03:06:12,336,59,7,0,0,0.012,0,5.69,,,,,,,,,,
Ugz3JS80A9BButpOvP54AaABAg,Ugz3JS80A9BButpOvP54AaABAg,habpdmFSTOo,"@ReturnToAus  What? I don't see where she said or did anything pretentious. I can think of a lot of other artists who have been more outspoken and controversial. Would you call John Lydon, Iggy Pop or Pink pretentious?","@ReturnToAus What? I don't see where she said or did anything pretentious. I can think of a lot of other artists who have been more outspoken and controversial. Would you call John Lydon, Iggy Pop or Pink pretentious?",@prschuster,UCbsgCgZ_eMvWB3jq7Tmzvuw,0,0,2010-11-20T03:10:11Z,2010-11-20,03:10:11,217,38,4,0,2,0.055,0,5.71,,,,,,,,,,
UgywQ3LEgFFxAefF4Qt4AaABAg,UgywQ3LEgFFxAefF4Qt4AaABAg,habpdmFSTOo,She IS a feminist now: /watch?v=8skCakDm1sM&feature=related,She IS a feminist now: /watch?v=8skCakDm1sM&feature=related,@Adler36,UCQzIOH8xuxQNGqtJLZBYAuA,0,0,2012-11-08T15:52:20Z,2012-11-08,15:52:20,59,6,1,0,1,0.102,0,9.83,,,,,,,,,,
UgzBNQcsBTiG5rmL22B4AaABAg,UgzBNQcsBTiG5rmL22B4AaABAg,habpdmFSTOo,"@opranoodlmantra  Of course you don't have to hate men to be a feminist, but there are plenty of man hating attitudes among feminists. That's why I have heard so many women, who do want the same things that feminists want, insist that they're not feminists. There are also many feminists who equate showing off one's sexuality with being sexually exploited by men. That's what Lady Gaga is objecting to. ","@opranoodlmantra Of course you don't have to hate men to be a feminist, but there are plenty of man hating attitudes among feminists. That's why I have heard so many women, who do want the same things that feminists want, insist that they're not feminists. There are also many feminists who equate showing off one's sexuality with being sexually exploited by men. That's what Lady Gaga is objecting to.",@prschuster,UCbsgCgZ_eMvWB3jq7Tmzvuw,0,0,2011-01-23T13:22:20Z,2011-01-23,13:22:20,402,69,4,0,0,0.017,0,5.83,,,,,,,,,,
Ugy2quL6DqlXJxKjkEZ4AaABAg,Ugy2quL6DqlXJxKjkEZ4AaABAg,habpdmFSTOo," lol , i was generally speaking ","lol , i was generally speaking",@je187u,UCKthkyzC_lBQ-80O2ZXxqVg,0,0,2013-10-04T14:58:38Z,2013-10-04,14:58:38,30,6,1,0,0,0.0,0,5.0,,,,,,,,,,
UgzBxP-H8k7bA9pXwAp4AaABAg,UgzBxP-H8k7bA9pXwAp4AaABAg,habpdmFSTOo,"...but Gaga, feminism is not man-hating. It's equal rights regardless of gender. I love Gaga but I'm a bit disappointed in her lack of knowledge here.","...but Gaga, feminism is not man-hating. It's equal rights regardless of gender. I love Gaga but I'm a bit disappointed in her lack of knowledge here.",@Plottoberry,UCaCmQLZhT8I5OmP8x3KJmcA,0,0,2012-12-02T23:46:14Z,2012-12-02,23:46:14,150,26,4,0,0,0.033,0,5.77,,,,,,,,,,
